ID,NUMBER_OF_VICTIMS,DATE,TIME,HOUR,DATE_TIME,SUNSET,TEMPERATURE,PRECIPITATION,CLOUD_COVER,PLACE_OF_EVENT,TYPE_OF_STREET,STREET,HEIGHT,CROSSING,NORMALIZED_ADDRESS,COMMUNE,POS_X,POS_Y,PARTICIPANTS,VICTIM,ACCUSED,Incident_ID,Date,Year,Month,Day,Role,Victim,Gender,Age,Date_of_Death
2018-0074,1,2018-07-14,06:04:00,6,2018-07-14 06:04:00,18:00:52,14.8,,47.6,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",2968.0,,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,Car-Cargo Vehicle,Car,Cargo Vehicle,2018-0074,2018-07-14,2018,7,14,Driver,Car,Male,25,2018-07-14
2018-0075,1,2018-07-15,07:30:00,7,2018-07-15 07:30:00,18:01:21,14.3,,34.8,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,,ORTIZ DE OCAMPO,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,Pedestrian-Car,Pedestrian,Car,2018-0075,2018-07-15,2018,7,15,Pedestrian,Pedestrian,Male,23,2018-07-15
2018-0076,1,2018-07-16,09:30:00,9,2018-07-16 09:30:00,18:02:20,9.6,,83.0,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE",,"PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,Car-Cargo Vehicle,Car,Cargo Vehicle,2018-0076,2018-07-16,2018,7,16,Driver,Car,Male,73,2018-07-16
2018-0077,1,2018-07-16,23:15:00,23,2018-07-16 23:15:00,18:01:55,10.0,,89.3,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",,ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,Car-Cargo Vehicle,Car,Cargo Vehicle,2018-0077,2018-07-16,2018,7,16,Driver,Car,Male,58,2018-07-17
2018-0078,1,2018-07-21,06:15:00,6,2018-07-21 06:15:00,18:05:16,9.1,,3.7,Paraguay y S nchez De Bustamante,CALLE,PARAGUAY,,SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,Pedestrian-Car,Pedestrian,Car,2018-0078,2018-07-21,2018,7,21,Pedestrian,Pedestrian,Male,27,2018-07-21
2018-0079,1,2018-07-23,07:15:00,7,2018-07-23 07:15:00,18:06:51,7.1,,25.1,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,,"PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2018-0079,2018-07-23,2018,7,23,Pedestrian,Pedestrian,Male,42,2018-07-23
2018-0080,1,2018-07-25,22:22:00,22,2018-07-25 22:22:00,18:08:17,10.2,rain,93.4,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,Pedestrian-Car,Pedestrian,Car,2018-0080,2018-07-25,2018,7,25,Pedestrian,Pedestrian,Male,26,2018-07-25
2018-0081,1,2018-07-29,06:30:00,6,2018-07-29 06:30:00,18:10:53,11.4,rain,90.4,Casta¤ares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,,RIVERA INDARTE AV.,CASTAÇ?ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,MULTIPLE,Pedestrian,Multiple,2018-0081,2018-07-29,2018,7,29,Pedestrian,Pedestrian,Male,35,2018-07-29
2018-0082,1,2018-08-01,15:53:00,15,2018-08-01 15:53:00,18:13:12,7.9,,18.8,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,,"GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0082,2018-08-01,2018,8,1,Driver,Motorcycle,Female,17,2018-08-01
2018-0083,1,2018-08-02,05:20:00,5,2018-08-02 05:20:00,18:13:48,7.9,,11.7,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.",,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0083,2018-08-02,2018,8,2,Driver,Motorcycle,Male,42,2018-08-02
2018-0084,1,2018-08-03,07:25:00,7,2018-08-03 07:25:00,18:14:12,10.9,,91.5,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",,COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2018-0084,2018-08-03,2018,8,3,Pedestrian,Pedestrian,Male,45,2018-08-03
2018-0085,2,2018-08-03,18:16:00,18,2018-08-03 18:16:00,18:14:18,10.9,,91.5,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,Motorcycle-Passengers,Motorcycle,Passengers,2018-0085,2018-08-03,2018,8,3,Passenger_Companion,Motorcycle,Female,22,2018-08-03
2018-0085,2,2018-08-03,18:16:00,18,2018-08-03 18:16:00,18:14:18,10.9,,91.5,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,,"GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,Motorcycle-Passengers,Motorcycle,Passengers,2018-0085,2018-08-03,2018,8,3,Driver,Motorcycle,Male,30,2018-08-03
2018-0086,1,2018-08-10,21:44:00,21,2018-08-10 21:44:00,18:19:45,9.2,,69.2,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,,GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,Pedestrian-Passengers,Pedestrian,Passengers,2018-0086,2018-08-10,2018,8,10,Pedestrian,Pedestrian,Male,40,2018-08-10
2018-0087,1,2018-08-15,19:20:00,19,2018-08-15 19:20:00,18:23:08,11.1,,29.1,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,,COLOMBRES,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,Pedestrian-Passengers,Pedestrian,Passengers,2018-0087,2018-08-15,2018,8,15,Pedestrian,Pedestrian,Male,75,2018-08-20
2018-0088,1,2018-08-17,16:36:00,16,2018-08-17 16:36:00,18:25:02,15.0,,20.3,Av. Gral. Paz y Av. Dr. Ricardo Balb¡n,GRAL PAZ,"PAZ, GRAL. AV.",,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0088,2018-08-17,2018,8,17,Driver,Motorcycle,Male,42,2018-08-17
2018-0089,1,2018-08-17,17:56:00,17,2018-08-17 17:56:00,18:24:31,14.9,,23.4,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,,BRASIL,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,Pedestrian-Passengers,Pedestrian,Passengers,2018-0089,2018-08-17,2018,8,17,Pedestrian,Pedestrian,Male,80,2018-08-17
2018-0090,1,2018-08-18,10:34:00,10,2018-08-18 10:34:00,18:25:20,16.0,rain,70.1,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,,PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,Motorcycle-Car,Motorcycle,Car,2018-0090,2018-08-18,2018,8,18,Driver,Motorcycle,Male,27,2018-08-18
2018-0091,1,2018-08-19,18:47:00,18,2018-08-19 18:47:00,18:26:27,9.0,rain,75.0,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,,BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,Car-Car,Car,Car,2018-0091,2018-08-19,2018,8,19,Passenger_Companion,Car,Female,23,2018-08-19
2018-0092,1,2018-08-20,08:20:00,8,2018-08-20 08:20:00,18:26:50,7.6,,36.5,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,,GASCON,CORDOBA AV. y GASCON,14,-58.42336930,-34.59774487,Motorcycle-Car,Motorcycle,Car,2018-0092,2018-08-20,2018,8,20,Driver,Motorcycle,Male,23,2018-08-20
2018-0093,1,2018-08-20,08:41:00,8,2018-08-20 08:41:00,18:26:39,7.5,,36.1,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,1513.0,,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,Pedestrian-Passengers,Pedestrian,Passengers,2018-0093,2018-08-20,2018,8,20,Pedestrian,Pedestrian,Male,24,2018-08-20
2018-0094,1,2018-08-23,05:35:00,5,2018-08-23 05:35:00,18:28:57,11.8,,74.1,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",,BERUTI,"SALGUERO, JERONIMO y BERUTI",14,-58.41169020,-34.58579880,Motorcycle-Passengers,Motorcycle,Passengers,2018-0094,2018-08-23,2018,8,23,Driver,Motorcycle,Male,32,2018-08-23
2018-0095,1,2018-08-26,00:59:00,0,2018-08-26 00:59:00,18:31:15,12.8,,14.4,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,Car-Car,Car,Car,2018-0095,2018-08-26,2018,8,26,Passenger_Companion,Car,Female,49,2018-08-26
2018-0096,1,2018-08-31,22:20:00,22,2018-08-31 22:20:00,18:34:42,8.5,rain,85.0,"AU Hctor J. C mpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,,"ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÇ?CTOR J. CÇMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,Pedestrian-Car,Pedestrian,Car,2018-0096,2018-08-31,2018,8,31,Pedestrian,Pedestrian,Male,39,2018-08-31
2018-0097,1,2018-09-02,10:50:00,10,2018-09-02 10:50:00,18:36:05,12.1,,34.1,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,,"RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,Car-Emergency Vehicle,Car,Other,2018-0097,2018-09-02,2018,9,2,Driver,Car,Female,35,2018-09-02
2018-0098,2,2018-09-09,05:00:00,5,2018-09-09 05:00:00,18:41:10,14.3,,64.3,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",,BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,Car-Car,Car,Car,2018-0098,2018-09-09,2018,9,9,Driver,Car,Male,55,2018-09-09
2018-0098,2,2018-09-09,05:00:00,5,2018-09-09 05:00:00,18:41:10,14.3,,64.3,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",,BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,Car-Car,Car,Car,2018-0098,2018-09-09,2018,9,9,Passenger_Companion,Car,Male,54,2018-09-09
2018-0099,1,2018-09-12,14:25:00,14,2018-09-12 14:25:00,18:43:17,15.3,,88.9,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,Pedestrian-Passengers,Pedestrian,Passengers,2018-0099,2018-09-12,2018,9,12,Pedestrian,Pedestrian,Male,18,2018-09-13
2018-0100,1,2018-09-20,10:30:00,10,2018-09-20 10:30:00,18:48:34,18.5,,41.1,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",150.0,,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,Motorcycle-Car,Motorcycle,Car,2018-0100,2018-09-20,2018,9,20,No Data,Motorcycle,Female,33,2018-09-20
2018-0101,1,2018-09-21,00:15:00,0,2018-09-21 00:15:00,18:49:46,21.0,,64.0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.",,ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.54073130,MULTIPLE,Car,Multiple,2018-0101,2018-09-21,2018,9,21,Driver,Car,Male,42,2018-09-21
2018-0102,1,2018-09-21,00:30:00,0,2018-09-21 00:30:00,18:49:29,20.9,,65.9,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,,"TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,Motorcycle-Car,Motorcycle,Car,2018-0102,2018-09-21,2018,9,21,Driver,Motorcycle,Male,20,2018-09-21
2018-0103,1,2018-09-27,17:51:00,17,2018-09-27 17:51:00,18:54:01,16.8,rain,86.4,Av. Casta¤ares y Bonorino,AVENIDA,CASTA?ARES AV.,,"BONORINO, ESTEBAN, CNEL. AV.","CASTAÇ?ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2018-0103,2018-09-27,2018,9,27,Pedestrian,Pedestrian,Male,1,2018-09-29
2018-0104,1,2018-10-01,08:58:00,8,2018-10-01 08:58:00,18:56:43,13.5,rain,74.0,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2018-0104,2018-10-01,2018,10,1,Driver,Motorcycle,Male,22,2018-10-01
2018-0105,1,2018-10-03,18:12:00,18,2018-10-03 18:12:00,18:58:36,16.9,,19.0,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,Pedestrian-Passengers,Pedestrian,Passengers,2018-0105,2018-10-03,2018,10,3,Pedestrian,Pedestrian,Female,56,2018-10-03
2018-0106,1,2018-10-04,22:02:00,22,2018-10-04 22:02:00,18:59:12,15.9,,16.4,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",,ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2018-0106,2018-10-04,2018,10,4,Driver,Motorcycle,Male,27,2018-10-04
2018-0107,1,2018-10-06,14:20:00,14,2018-10-06 14:20:00,19:00:39,16.1,,30.7,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,,JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,3,-58.40596860,-34.61011987,Pedestrian-Passengers,Pedestrian,Passengers,2018-0107,2018-10-06,2018,10,6,Pedestrian,Pedestrian,Female,62,2018-10-06
2018-0108,1,2018-10-09,14:00:00,14,2018-10-09 14:00:00,19:02:50,20.2,rain,45.7,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,,"GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,Motorcycle-Car,Motorcycle,Car,2018-0108,2018-10-09,2018,10,9,Driver,Motorcycle,Male,37,2018-10-10
2018-0109,1,2018-10-10,22:12:00,22,2018-10-10 22:12:00,19:03:40,17.3,,40.8,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,,"ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,Pedestrian-Passengers,Pedestrian,Passengers,2018-0109,2018-10-10,2018,10,10,Pedestrian,Pedestrian,Male,34,2018-10-10
2018-0110,1,2018-10-13,03:05:00,3,2018-10-13 03:05:00,19:06:20,16.8,,20.4,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,,"GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2018-0110,2018-10-13,2018,10,13,Pedestrian,Pedestrian,Male,60,2018-10-14
2018-0111,1,2018-10-19,12:13:00,12,2018-10-19 12:13:00,19:11:34,16.5,,65.2,AU Perito Moreno y Av. Eva Per¢n SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,,,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0111,2018-10-19,2018,10,19,Driver,Motorcycle,Male,28,2018-10-19
2018-0112,1,2018-10-24,09:18:00,9,2018-10-24 09:18:00,19:15:47,14.3,rain,96.3,Mu¤ecas y Serrano,CALLE,MU?ECAS,,SERRANO,MUÇ?ECAS y SERRANO,15,-58.44671397,-34.59970903,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0112,2018-10-24,2018,10,24,Driver,Motorcycle,Female,28,2018-10-24
2018-0113,1,2018-10-25,11:00:00,11,2018-10-25 11:00:00,19:16:48,17.1,,88.0,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",,TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0113,2018-10-25,2018,10,25,Driver,Motorcycle,Male,20,2018-10-25
2018-0114,1,2018-10-30,02:15:00,2,2018-10-30 02:15:00,19:21:02,19.3,rain,90.4,Solis e Independencia Av.,AVENIDA,SOLIS,,INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,Motorcycle-Car,Motorcycle,Car,2018-0114,2018-10-30,2018,10,30,Driver,Motorcycle,Male,23,2018-10-30
2018-0115,1,2018-10-31,12:30:00,12,2018-10-31 12:30:00,19:22:34,16.7,,68.8,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA",,"PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,Pedestrian-Passengers,Pedestrian,Passengers,2018-0115,2018-10-31,2018,10,31,Pedestrian,Pedestrian,Male,42,2018-11-01
2018-0116,1,2018-11-01,10:50:00,10,2018-11-01 10:50:00,19:23:25,13.0,,26.2,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",14800.0,,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2018-0116,2018-11-01,2018,11,1,Pedestrian,Pedestrian,Male,48,2018-11-08
2018-0117,1,2018-11-04,08:15:00,8,2018-11-04 08:15:00,19:26:11,21.9,,8.5,Av. Eva Per¢n 5321,AVENIDA,"PERON, EVA AV.",5321.0,,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2018-0117,2018-11-04,2018,11,4,Driver,Motorcycle,Male,30,2018-11-08
2018-0118,1,2018-11-05,14:49:00,14,2018-11-05 14:49:00,19:26:45,21.9,,62.5,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",,PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,Pedestrian-Motorcycle,Pedestrian,Motorcycle,2018-0118,2018-11-05,2018,11,5,Pedestrian,Pedestrian,Female,80,2018-11-05
2018-0119,1,2018-11-05,22:35:00,22,2018-11-05 22:35:00,19:26:58,22.2,,60.7,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",,SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,Pedestrian-No Data,Pedestrian,No Data,2018-0119,2018-11-05,2018,11,5,Pedestrian,Pedestrian,Female,32,2018-11-06
2018-0120,1,2018-11-09,13:34:00,13,2018-11-09 13:34:00,19:30:51,26.3,,50.2,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,,ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,Pedestrian-Car,Pedestrian,Car,2018-0120,2018-11-09,2018,11,9,Pedestrian,Pedestrian,Female,51,2018-11-20
2018-0121,1,2018-11-09,16:32:00,16,2018-11-09 16:32:00,19:31:02,26.3,,52.0,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,,MANZONI,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.63743280,Pedestrian-Passengers,Pedestrian,Passengers,2018-0121,2018-11-09,2018,11,9,Pedestrian,Pedestrian,Female,72,2018-11-09
2018-0122,1,2018-11-12,01:00:00,1,2018-11-12 01:00:00,19:33:57,23.8,rain,94.4,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,Car-Car,Car,Car,2018-0122,2018-11-12,2018,11,12,Driver,Car,Male,33,2018-11-12
2018-0123,1,2018-11-12,03:32:00,3,2018-11-12 03:32:00,19:34:03,23.8,rain,94.4,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.",,"PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.50251790,-34.67450313,Car-No Data,Car,No Data,2018-0123,2018-11-12,2018,11,12,Driver,Car,Male,25,2018-11-12
2018-0124,1,2018-11-15,19:40:00,19,2018-11-15 19:40:00,19:37:00,23.4,,28.7,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,,,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,Cargo Vehicle-Cargo Vehicle,Cargo Vehicle,Cargo Vehicle,2018-0124,2018-11-15,2018,11,15,Driver,Cargo Vehicle,Male,44,2018-11-15
2018-0125,1,2018-11-16,21:12:00,21,2018-11-16 21:12:00,19:37:35,16.6,rain,81.4,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,,VENTANA,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,Pedestrian-Passengers,Pedestrian,Passengers,2018-0125,2018-11-16,2018,11,16,Pedestrian,Pedestrian,Male,29,2018-11-17
2018-0126,1,2018-11-18,12:11:00,12,2018-11-18 12:11:00,19:39:59,19.3,,16.1,Avda. General Paz y Cnel. Ram¢n Falc¢n,GRAL PAZ,"PAZ, GRAL. AV.",,"FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,Motorcycle-Car,Motorcycle,Car,2018-0126,2018-11-18,2018,11,18,Driver,Motorcycle,Male,27,2018-11-23
2018-0127,1,2018-11-19,09:14:00,9,2018-11-19 09:14:00,19:40:43,22.0,,0.0,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",,DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,Motorcycle-Motorcycle,Motorcycle,Motorcycle,2018-0127,2018-11-19,2018,11,19,Driver,Motorcycle,Male,29,2018-11-19
2018-0128,2,2018-11-25,04:30:00,4,2018-11-25 04:30:00,19:46:45,19.2,,35.8,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",11200.0,,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,Car-Passengers,Car,Passengers,2018-0128,2018-11-25,2018,11,25,Passenger_Companion,Car,Male,49,2018-11-25
2018-0128,2,2018-11-25,04:30:00,4,2018-11-25 04:30:00,19:46:45,19.2,,35.8,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",11200.0,,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,Car-Passengers,Car,Passengers,2018-0128,2018-11-25,2018,11,25,Passenger_Companion,Car,Female,39,2018-11-25
2018-0129,1,2018-11-28,04:01:00,4,2018-11-28 04:01:00,19:49:05,20.7,,69.0,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",,GUEVARA,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,Motorcycle-Passengers,Motorcycle,Passengers,2018-0129,2018-11-28,2018,11,28,Driver,Motorcycle,Male,37,2018-11-30
2018-0130,1,2018-12-03,03:00:00,3,2018-12-03 03:00:00,19:53:49,21.0,,31.6,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,,SEGUROLA AV.,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,Motorcycle-Passengers,Motorcycle,Passengers,2018-0130,2018-12-03,2018,12,3,Driver,Motorcycle,Male,42,2018-12-03
2018-0131,1,2018-12-07,19:10:00,19,2018-12-07 19:10:00,19:56:36,17.4,,24.4,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",550.0,,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,Motorcycle-Cargo Vehicle,Motorcycle,Cargo Vehicle,2018-0131,2018-12-07,2018,12,7,Driver,Motorcycle,Male,29,2018-12-07
2018-0132,1,2018-12-12,08:26:00,8,2018-12-12 08:26:00,20:00:25,23.4,,62.2,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,,"CASTILLO, RAMON S., PRES. AV.","AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2018-0132,2018-12-12,2018,12,12,Pedestrian,Pedestrian,Male,70,2018-12-12
2018-0133,1,2018-12-12,14:07:00,14,2018-12-12 14:07:00,20:00:53,23.7,,63.2,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,,RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,Pedestrian-Cargo Vehicle,Pedestrian,Cargo Vehicle,2018-0133,2018-12-12,2018,12,12,Pedestrian,Pedestrian,Female,60,2018-12-12
